"Address"	"Total Balance"	"Initial not distributed"	"Current not distributed"	"Swapped"	"dexOnWallet"	"delphiOnWallet"
"0x5780837c1d9ac3cd9b72203c8a0cfac73a9fc0b8"	127295,195503058435639455	195174,175842378099707619	67878,980339319664068164	0	76230,402650907260662425	51064,792852151174977030
"0xa389e2fc6ed8af24c43cd85752bd8feeb14a1a69"	17829,617814642595144738	27795,446257544427120350	9965,828442901831975612	0	9829,336245317525402416	8000,281569325069742322
"0x92bd4c5f33b8f63bb652e025ad68c0e8de8d8d59"	2322,179098049415861692	2434,462016502523216244	112,282918453107354552	0	2322,179098049415861692	0
"0x2755da7bb6b7a70eae26cccf447682298eac1eb8"	1629,792933082056238510	3795,734642907903633195	2165,941709825847394685	0	0	1629,792933082056238510
"0x5aee495f0487d1c692b37696657a3aac4485a9af"	102307,425978597558044880	180946,380524165327799704	78638,954545567769754824	0	47813,127649025327774428	54494,298329572230270452
"0x1d3db45f912c74de554409c1ad0d27dbcb26b726"	3293,322969194097237784	8657,970172958369702145	5364,647203764272464361	0	0	3293,322969194097237784
"0xa3e1282ac6116a698a49b2084c5c30fe1947b4a5"	7883,885210813229082447	8424,757134935592660439	540,871924122363577992	0	7528,145048628969126189	355,740162184259956258
"0xcf26598f57e30c5470cc9d63f6e75e27bba5b2be"	13578,808863914209447584	13578,808863914209447584	0	0	13578,808863914209447584	0
"0x978aad63fe35f7a72573c411c3dff53608aaeac9"	7601,785390171820976622	18334,961957893468112371	10733,176567721647135749	0	0	7601,785390171820976622
"0x66e81feea36764103b755144b161c70e75906535"	7909,775095949384178735	9230,951678614160702065	1321,176582664776523330	0	6927,455906227072838514	982,319189722311340221
"0x2e69476d174e9cac1c9c1529c67c5ae66fe933ff"	703,730082423003500824	1020,186326895109924979	316,456244472106424155	0	703,730082423003500824	0
"0x554089241fb0e508a297a9be90fe4c55048e8c6f"	530,644161378230803803	1251,987504418294306918	721,343343040063503115	0	530,644161378230803803	0
"0xc674c0217f09bb658ed3e3d71d379c7d12c02723"	530,055913984824055460	543,140296435056175383	13,084382450232119923	0	530,055913984824055460	0
"0x53f2736fae551c998d4e72e519f1acf474264de4"	625,684584181233769605	802,165527316440857873	176,480943135207088268	0	625,684584181233769605	0
"0x2e8da5837fe5e992cc0177af220fc2c79cc014cf"	540,323696408076338203	738,624470818167518358	198,300774410091180155	0	540,323696408076338203	0
"0xb4ffd9b783a71b7cb1790d02e8f744cc32dc9c1f"	2221,782993303080853003	2745,020688912691345389	523,237695609610492386	0	1984,338769133405474869	237,444224169675378134
"0x0b013cca6335dd62353ca60ecec9c39b5227d270"	508,431080078542643481	571,595092462205507276	63,164012383662863795	0	508,431080078542643481	0
"0x7ca9a46013fa4d068daa46c4f3e308965b71d57f"	530,245243389522598754	530,377379656794556536	0,132136267271957782	0	530,245243389522598754	0
"0xdd975a25e176e9a121e3e99ae83ab80ef056b528"	9655,392459957961169872	21139,532796673618423221	11484,140336715657253349	0	0	9655,392459957961169872
"0x4fd71a05ebaf559de509aa2881a2cc99baa32f44"	1775,394662189302158774	1918,439592281971537843	143,044930092669379069	0	1695,478797327605617954	79,915864861696540820
"0xefb9e75f1f2bb9913baa2f0ad3f27779b3dba5ee"	1277,146757681941516359	1277,146757681941516359	0	0	1277,146757681941516359	0
"0x9aa470470cac9ab75e2b8648c9c054560749b33d"	589,840041759305958071	914,157527702256873751	324,317485942950915680	0	589,840041759305958071	0
"0x68e728ebe67b8bb9a257d5d95b635e41021bb073"	22559,056885166913746747	31595,968262165135931967	9036,911376998222185220	0	16126,827640091501978898	6432,229245075411767849
"0x473d13919ebd47e73be21b0a3b4982ce09961f78"	827,456506131461589841	905,230588370690395511	77,774082239228805670	0	827,456506131461589841	0
"0x017cf1489eb1ff78ef8797dfc09662c845e187b9"	812,626460727168118051	987,269399680692736593	174,642938953524618542	0	812,626460727168118051	0
"0x0e5aec84f66909e59c23237f5eb8f74c6eddd1ae"	524,157646388329571924	545,567573743596466566	21,409927355266894642	0	524,157646388329571924	0
"0xf1bc85e5fc671bc6083186ffe6fcfe582f3e5ce9"	733,110632630397508552	1241,746819865141842140	508,636187234744333588	0	733,110632630397508552	0
